Tanggal,Positif (Indonesia),Dirawat (Indonesia),Sembuh (Indonesia),Meninggal (Indonesia),Meninggal (Jakarta),Sembuh (Jakarta),Self-Isolation (Jakarta),Dirawat (Jakarta),Positif (Jakarta),Positif Aktif (Jakarta),Positif Harian (Indonesia),Dirawat Harian (Indonesia),Sembuh Harian (Indonesia),Meninggal Harian (Indonesia),Meninggal Harian (Jakarta),Sembuh Harian (Jakarta),Self-Isolation Harian (Jakarta),Dirawat Harian (Jakarta),Positif Harian (Jakarta),Positif Aktif Harian (Jakarta)
22/08/2022 ,"6,318,857","48,803","6,112,658","157,396","15,479","1,345,918","17,081","1,039","1,379,517","18,120","3,300","-1,697","4,978",19,4,"2,046",-496,-8,"1,546",-504
23/08/2022 ,"6,323,715","48,503","6,117,792","157,420","15,482","1,347,925","16,706",874,"1,380,987","17,580","4,858",-300,"5,134",24,3,"2,007",-375,-165,"1,470",-540
24/08/2022 ,"6,329,143","48,363","6,123,342","157,438","15,485","1,349,999","16,846",874,"1,383,204","17,720","5,428",-140,"5,550",18,3,"2,074",140,0,"2,217",140
25/08/2022 ,"6,334,357","47,778","6,129,122","157,457","15,489","1,353,005","16,319",874,"1,385,687","17,193","5,214",-585,"5,780",19,4,"3,006",-527,0,"2,483",-527
26/08/2022 ,"6,338,906","46,548","6,134,880","157,478","15,492","1,355,279","15,849",955,"1,387,575","16,804","4,549","-1,230","5,758",21,3,"2,274",-470,81,"1,888",-389
27/08/2022 ,"6,343,076","48,189","6,137,394","157,493","15,494","1,356,817","16,221",955,"1,389,487","17,176","4,170","1,641","2,514",15,2,"1,538",372,0,"1,912",372
28/08/2022 ,"6,346,304","46,366","6,142,438","157,500","15,496","1,359,554","14,973",953,"1,390,976","15,926","3,228","-1,823","5,044",7,2,"2,737","-1,248",-2,"1,489","-1,250"
29/08/2022 ,"6,349,175","44,514","6,147,140","157,521","15,500","1,361,353","14,392",947,"1,392,192","15,339","2,871","-1,852","4,702",21,4,"1,799",-581,-6,"1,216",-587
30/08/2022 ,"6,354,245","45,054","6,151,650","157,541","15,502","1,363,254","14,254",899,"1,393,909","15,153","5,070",540,"4,510",20,2,"1,901",-138,-48,"1,717",-186
31/08/2022 ,"6,358,808","45,208","6,156,034","157,566","15,505","1,364,790","14,632",913,"1,395,840","15,545","4,563",154,"4,384",25,3,"1,536",378,14,"1,931",392
01/09/2022 ,"6,362,902","44,434","6,160,877","157,591","15,509","1,366,562","14,599",872,"1,397,542","15,471","4,094",-774,"4,843",25,4,"1,772",-33,-41,"1,702",-74
02/09/2022 ,"6,366,518","43,582","6,165,328","157,608","15,512","1,368,792","13,876",862,"1,399,042","14,738","3,616",-852,"4,451",17,3,"2,230",-723,-10,"1,500",-733
03/09/2022 ,"6,369,778","42,817","6,169,330","157,631","15,516","1,371,077","13,059",896,"1,400,548","13,955","3,260",-765,"4,002",23,4,"2,285",-817,34,"1,506",-783
04/09/2022 ,"6,372,542","41,814","6,173,081","157,647","15,519","1,372,751","12,661",874,"1,401,805","13,535","2,764","-1,003","3,751",16,3,"1,674",-398,-22,"1,257",-420
05/09/2022 ,"6,374,882","39,689","6,177,525","157,668","15,523","1,374,574","11,841",859,"1,402,797","12,700","2,340","-2,125","4,444",21,4,"1,823",-820,-15,992,-835
06/09/2022 ,"6,378,489","38,132","6,182,661","157,696","15,526","1,375,989","11,816",853,"1,404,184","12,669","3,607","-1,557","5,136",28,3,"1,415",-25,-6,"1,387",-31
07/09/2022 ,"6,382,002","38,119","6,186,166","157,717","15,530","1,377,235","12,052",853,"1,405,670","12,905","3,513",-13,"3,505",21,4,"1,246",236,0,"1,486",236
08/09/2022 ,"6,385,140","37,804","6,189,607","157,729","15,531","1,379,171","11,498",788,"1,406,988","12,286","3,138",-315,"3,441",12,1,"1,936",-554,-65,"1,318",-619
09/09/2022 ,"6,387,944","35,250","6,194,953","157,741","15,533","1,381,317","10,537",767,"1,408,154","11,304","2,804","-2,554","5,346",12,2,"2,146",-961,-21,"1,166",-982
10/09/2022 ,"6,390,553","34,745","6,198,051","157,757","15,534","1,382,928","10,050",767,"1,409,279","10,817","2,609",-505,"3,098",16,1,"1,611",-487,0,"1,125",-487
11/09/2022 ,"6,392,492","33,946","6,200,776","157,770","15,537","1,384,356","9,530",711,"1,410,134","10,241","1,939",-799,"2,725",13,3,"1,428",-520,-56,855,-576
12/09/2022 ,"6,394,340","32,312","6,204,241","157,787","15,540","1,385,702","8,945",700,"1,410,887","9,645","1,848","-1,634","3,465",17,3,"1,346",-585,-11,753,-596
13/09/2022 ,"6,397,236","31,571","6,207,858","157,807","15,542","1,386,777","8,947",682,"1,411,948","9,629","2,896",-741,"3,617",20,2,"1,075",2,-18,"1,061",-16
14/09/2022 ,"6,400,035","30,411","6,211,796","157,828","15,546","1,387,757","9,226",647,"1,413,176","9,873","2,799","-1,160","3,938",21,4,980,279,-35,"1,228",244
15/09/2022 ,"6,402,686","29,126","6,215,711","157,849","15,551","1,389,381","8,700",660,"1,414,292","9,360","2,651","-1,285","3,915",21,5,"1,624",-526,13,"1,116",-513
16/09/2022 ,"6,405,044","28,460","6,218,708","157,876","15,554","1,390,717","8,382",660,"1,415,313","9,042","2,358",-666,"2,997",27,3,"1,336",-318,0,"1,021",-318
17/09/2022 ,"6,407,123","27,850","6,221,389","157,884","15,556","1,392,001","8,020",629,"1,416,206","8,649","2,079",-610,"2,681",8,2,"1,284",-362,-31,893,-393
18/09/2022 ,"6,408,806","27,858","6,223,056","157,892","15,559","1,392,980","7,832",629,"1,417,000","8,461","1,683",8,"1,667",8,3,979,-188,0,794,-188
19/09/2022 ,"6,410,426","26,065","6,226,446","157,915","15,563","1,394,148","7,317",598,"1,417,626","7,915","1,620","-1,793","3,390",23,4,"1,168",-515,-31,626,-546
20/09/2022 ,"6,412,944","26,035","6,228,979","157,930","15,566","1,394,905","7,544",563,"1,418,578","8,107","2,518",-30,"2,533",15,3,757,227,-35,952,192
21/09/2022 ,"6,415,328","25,410","6,231,970","157,948","15,570","1,395,674","7,774",534,"1,419,552","8,308","2,384",-625,"2,991",18,4,769,230,-29,974,201
22/09/2022 ,"6,417,490","23,503","6,236,021","157,966","15,572","1,396,845","7,455",568,"1,420,440","8,023","2,162","-1,907","4,051",18,2,"1,171",-319,34,888,-285
23/09/2022 ,"6,419,394","22,310","6,239,098","157,986","15,574","1,398,121","6,903",554,"1,421,152","7,457","1,904","-1,193","3,077",20,2,"1,276",-552,-14,712,-566
24/09/2022 ,"6,421,118","21,982","6,241,138","157,998","15,575","1,399,122","6,597",545,"1,421,839","7,142","1,724",-328,"2,040",12,1,"1,001",-306,-9,687,-315
25/09/2022 ,"6,422,529","20,808","6,243,707","158,014","15,578","1,400,142","6,154",545,"1,422,419","6,699","1,411","-1,174","2,569",16,3,"1,020",-443,0,580,-443
26/09/2022 ,"6,423,873","19,288","6,246,549","158,036","15,581","1,401,070","5,783",531,"1,422,965","6,314","1,344","-1,520","2,842",22,3,928,-371,-14,546,-385
27/09/2022 ,"6,425,849","19,173","6,248,619","158,057","15,583","1,401,726","5,857",539,"1,423,705","6,396","1,976",-115,"2,070",21,2,656,74,8,740,82
28/09/2022 ,"6,427,764","19,185","6,250,503","158,076","15,586","1,402,392","5,910",512,"1,424,400","6,422","1,915",12,"1,884",19,3,666,53,-27,695,26
29/09/2022 ,"6,429,767","18,357","6,253,317","158,093","15,589","1,403,358","5,753",481,"1,425,181","6,234","2,003",-828,"2,814",17,3,966,-157,-31,781,-188
30/09/2022 ,"6,431,624","17,594","6,255,918","158,112","15,593","1,404,297","5,507",518,"1,425,915","6,025","1,857",-763,"2,601",19,4,939,-246,37,734,-209
01/10/2022 ,"6,433,263","17,697","6,257,444","158,122","15,595","1,405,108","5,349",466,"1,426,518","5,815","1,639",103,"1,526",10,2,811,-158,-52,603,-210
02/10/2022 ,"6,434,585","17,434","6,259,019","158,132","15,596","1,405,927","5,097",449,"1,427,069","5,546","1,322",-263,"1,575",10,1,819,-252,-17,551,-269
03/10/2022 ,"6,435,719","16,294","6,261,282","158,143","15,599","1,406,649","4,755",450,"1,427,453","5,205","1,134","-1,140","2,263",11,3,722,-342,1,384,-341
04/10/2022 ,"6,437,570","16,594","6,262,820","158,156","15,601","1,407,130","4,933",457,"1,428,121","5,390","1,851",300,"1,538",13,2,481,178,7,668,185
05/10/2022 ,"6,439,292","16,943","6,264,184","158,165","15,601","1,407,613","5,089",418,"1,428,721","5,507","1,722",349,"1,364",9,0,483,156,-39,600,117
06/10/2022 ,"6,441,123","17,047","6,256,899","158,177","15,601","1,408,456","4,917",427,"1,429,401","5,344","1,831",104,"-7,285",12,0,843,-172,9,680,-163
07/10/2022 ,"6,442,624","16,711","6,267,721","158,192","15,601","1,409,218","4,674",428,"1,429,921","5,102","1,501",-336,"10,822",15,0,762,-243,1,520,-242
08/10/2022 ,"6,443,949","16,489","6,269,262","158,198","15,601","1,410,005","4,395",420,"1,430,421","4,815","1,325",-222,"1,541",6,0,787,-279,-8,500,-287
09/10/2022 ,"6,444,948","16,208","6,270,535","158,205","15,602","1,410,653","4,207",424,"1,430,886","4,631",999,-281,"1,273",7,1,648,-188,4,465,-184
10/10/2022 ,"6,446,143","15,871","6,272,053","158,219","15,602","1,411,237","4,129",414,"1,431,382","4,543","1,195",-337,"1,518",14,0,584,-78,-10,496,-88
11/10/2022 ,"6,448,220","16,392","6,273,593","158,235","15,603","1,411,650","4,467",400,"1,432,120","4,867","2,077",521,"1,540",16,1,413,338,-14,738,324
12/10/2022 ,"6,450,248","17,123","6,274,876","158,249","15,603","1,412,072","4,793",404,"1,432,872","5,197","2,028",731,"1,283",14,0,422,326,4,752,330
13/10/2022 ,"6,452,078","17,226","6,276,589","158,263","15,605","1,412,824","4,745",406,"1,433,580","5,151","1,830",103,"1,713",14,2,752,-48,2,708,-46
14/10/2022 ,"6,453,864","17,470","6,278,113","158,281","15,606","1,413,399","4,781",406,"1,434,192","5,187","1,786",244,"1,524",18,1,575,36,0,612,36
15/10/2022 ,"6,455,542","17,915","6,279,326","158,301","15,608","1,413,956","4,799",406,"1,434,769","5,205","1,678",445,"1,213",20,2,557,18,0,577,18
16/10/2022 ,"6,456,868","17,213","6,281,342","158,313","15,610","1,414,545","4,724",408,"1,435,287","5,132","1,326",-702,"2,016",12,2,589,-75,2,518,-73
17/10/2022 ,"6,458,101","16,823","6,282,951","158,327","15,611","1,415,045","4,671",408,"1,435,735","5,079","1,233",-390,"1,609",14,1,500,-53,0,448,-53
18/10/2022 ,"6,460,265","17,538","6,284,382","158,345","15,612","1,415,449","4,965",406,"1,436,432","5,371","2,164",715,"1,431",18,1,404,294,-2,697,292
19/10/2022 ,"6,462,655","18,504","6,285,790","158,361","15,614","1,415,986","5,308",415,"1,437,323","5,723","2,390",966,"1,408",16,2,537,343,9,891,352
20/10/2022 ,"6,464,962","18,919","6,287,663","158,380","15,615","1,416,863","5,198",431,"1,438,107","5,629","2,307",415,"1,873",19,1,877,-110,16,784,-94
21/10/2022 ,"6,467,189","19,158","6,289,633","158,398","15,615","1,417,614","5,224",427,"1,438,880","5,651","2,227",239,"1,970",18,0,751,26,-4,773,22
22/10/2022 ,"6,469,276","18,919","6,291,941","158,416","15,617","1,418,276","5,198",453,"1,439,544","5,651","2,087",-239,"2,308",18,2,662,-26,26,664,0
23/10/2022 ,"6,470,961","19,385","6,293,147","158,429","15,619","1,418,791","5,324",453,"1,440,187","5,777","1,685",466,"1,206",13,2,515,126,0,643,126
24/10/2022 ,"6,472,664","18,685","6,295,525","158,454","15,620","1,419,376","5,349",467,"1,440,812","5,816","1,703",-700,"2,378",25,1,585,25,14,625,39
25/10/2022 ,"6,475,672","19,915","6,297,282","158,475","15,623","1,419,880","5,726",472,"1,441,701","6,198","3,008","1,230","1,757",21,3,504,377,5,889,382
26/10/2022 ,"6,478,720","21,481","6,298,740","158,499","15,626","1,420,354","6,288",499,"1,442,767","6,787","3,048","1,566","1,458",24,3,474,562,27,"1,066",589
27/10/2022 ,"6,481,749","21,533","6,301,694","158,522","15,628","1,421,266","6,400",535,"1,443,829","6,935","3,029",52,"2,954",23,2,912,112,36,"1,062",148
28/10/2022 ,"6,484,764","22,743","6,303,477","158,544","15,628","1,421,980","6,654",574,"1,444,836","7,228","3,015","1,210","1,783",22,0,714,254,39,"1,007",293
29/10/2022 ,"6,487,905","23,748","6,305,586","158,571","15,631","1,422,831","6,841",574,"1,445,877","7,415","3,141","1,005","2,109",27,3,851,187,0,"1,041",187
30/10/2022 ,"6,490,622","24,544","6,307,481","158,597","15,633","1,423,547","7,198",580,"1,446,958","7,778","2,717",796,"1,895",26,2,716,357,6,"1,081",363
31/10/2022 ,"6,493,079","24,658","6,309,790","158,631","15,634","1,424,109","7,466",571,"1,447,780","8,037","2,457",114,"2,309",34,1,562,268,-9,822,259
01/11/2022 ,"6,497,786","27,262","6,311,861","158,663","15,636","1,424,803","8,300",600,"1,449,339","8,900","4,707","2,604","2,071",32,2,694,834,29,"1,559",863
02/11/2022 ,"6,502,659","30,053","6,313,911","158,695","15,639","1,425,428","9,406",647,"1,451,120","10,053","4,873","2,791","2,050",32,3,625,"1,106",47,"1,781","1,153"
03/11/2022 ,"6,507,610","32,080","6,316,793","158,737","15,642","1,426,549","10,034",718,"1,452,943","10,752","4,951","2,027","2,882",42,3,"1,121",628,71,"1,823",699
04/11/2022 ,"6,512,913","34,155","6,319,990","158,768","15,646","1,427,561","11,054",718,"1,454,979","11,772","5,303","2,075","3,197",31,4,"1,012","1,020",0,"2,036","1,020"
05/11/2022 ,"6,517,630","35,903","6,322,920","158,807","15,649","1,428,603","11,824",762,"1,456,838","12,586","4,717","1,748","2,930",39,3,"1,042",770,44,"1,859",814
06/11/2022 ,"6,521,292","37,048","6,325,415","158,829","15,653","1,429,670","12,254",803,"1,458,380","13,057","3,662","1,145","2,495",22,4,"1,067",430,41,"1,542",471
07/11/2022 ,"6,525,120","37,486","6,328,763","158,871","15,657","1,430,753","12,515",800,"1,459,725","13,315","3,828",438,"3,348",42,4,"1,083",261,-3,"1,345",258
08/11/2022 ,"6,531,721","40,852","6,331,960","158,909","15,660","1,431,618","13,860",841,"1,461,979","14,701","6,601","3,366","3,197",38,3,865,"1,345",41,"2,254","1,386"
09/11/2022 ,"6,537,907","43,797","6,335,158","158,952","15,664","1,432,536","15,495",841,"1,464,536","16,336","6,186","2,945","3,198",43,4,918,"1,635",0,"2,557","1,635"
10/11/2022 ,"6,544,201","45,831","6,339,381","158,989","15,666","1,434,483","15,826",957,"1,466,932","16,783","6,294","2,034","4,223",37,2,"1,947",331,116,"2,396",447
11/11/2022 ,"6,550,448","47,893","6,343,520","159,035","15,671","1,436,280","16,572",992,"1,469,515","17,564","6,247","2,062","4,139",46,5,"1,797",746,35,"2,583",781
12/11/2022 ,"6,556,627","49,300","6,348,259","159,068","15,677","1,438,276","17,004","1,069","1,472,026","18,073","6,179","1,407","4,739",33,6,"1,996",432,77,"2,511",509
13/11/2022 ,"6,561,504","49,794","6,352,606","159,104","15,685","1,440,197","17,333","1,072","1,474,287","18,405","4,877",494,"4,347",36,8,"1,921",329,3,"2,261",332
14/11/2022 ,"6,565,912","49,960","6,356,794","159,158","15,693","1,442,034","17,229","1,102","1,476,058","18,331","4,408",166,"4,188",54,8,"1,837",-104,30,"1,771",-74
15/11/2022 ,"6,573,805","53,774","6,360,832","159,199","15,697","1,443,377","18,750","1,166","1,478,990","19,916","7,893","3,814","4,038",41,4,"1,343","1,521",64,"2,932","1,585"
16/11/2022 ,"6,582,291","57,951","6,365,087","159,253","15,703","1,444,781","21,002","1,172","1,482,658","22,174","8,486","4,177","4,255",54,6,"1,404","2,252",6,"3,668","2,258"
17/11/2022 ,"6,590,113","60,471","6,370,351","159,291","15,708","1,447,368","21,843","1,213","1,486,132","23,056","7,822","2,520","5,264",38,5,"2,587",841,41,"3,474",882
18/11/2022 ,"6,596,812","61,284","6,376,205","159,323","15,715","1,450,159","21,849","1,207","1,488,930","23,056","6,699",813,"5,854",32,7,"2,791",6,-6,"2,798",0
19/11/2022 ,"6,603,195","62,728","6,381,119","159,348","15,720","1,452,614","21,991","1,233","1,491,558","23,224","6,383","1,444","4,914",25,5,"2,455",142,26,"2,628",168
20/11/2022 ,"6,608,367","62,179","6,386,809","159,379","15,727","1,455,008","21,965","1,231","1,493,931","23,196","5,172",-549,"5,690",31,7,"2,394",-26,-2,"2,373",-28
21/11/2022 ,"6,612,673","59,587","6,393,664","159,422","15,736","1,457,416","21,345","1,223","1,495,720","22,568","4,306","-2,592","6,855",43,9,"2,408",-620,-8,"1,789",-628
22/11/2022 ,"6,620,317","62,196","6,398,648","159,473","15,750","1,459,200","22,354","1,260","1,498,564","23,614","7,644","2,609","4,984",51,14,"1,784","1,009",37,"2,844","1,046"
23/11/2022 ,"6,627,538","64,463","6,403,551","159,524","15,757","1,460,904","23,653","1,268","1,501,582","24,921","7,221","2,267","4,903",51,7,"1,704","1,299",8,"3,018","1,307"
24/11/2022 ,"6,634,648","63,863","6,411,220","159,565","15,766","1,464,960","22,587","1,287","1,504,600","23,874","7,110",-600,"7,669",41,9,"4,056","-1,066",19,"3,018","-1,047"
25/11/2022 ,"6,640,624","63,052","6,417,972","159,600","15,770","1,468,483","21,588","1,309","1,507,150","22,897","5,976",-811,"6,752",35,4,"3,523",-999,22,"2,550",-977
26/11/2022 ,"6,646,093","62,120","6,424,332","159,641","15,775","1,471,963","20,332","1,315","1,509,385","21,647","5,469",-932,"6,360",41,5,"3,480","-1,256",6,"2,235","-1,250"
27/11/2022 ,"6,650,244","60,581","6,429,987","159,676","15,782","1,474,496","19,681","1,270","1,511,229","20,951","4,151","-1,539","5,655",35,7,"2,533",-651,-45,"1,844",-696
28/11/2022 ,"6,653,469","57,883","6,435,851","159,735","15,789","1,477,170","18,304","1,262","1,512,525","19,566","3,225","-2,698","5,864",59,7,"2,674","-1,377",-8,"1,296","-1,385"
29/11/2022 ,"6,659,235","58,119","6,441,327","159,789","15,795","1,478,983","18,548","1,219","1,514,545","19,767","5,766",236,"5,476",54,6,"1,813",244,-43,"2,020",201
30/11/2022 ,"6,664,844","59,276","6,445,738","159,830","15,801","1,480,792","19,114","1,193","1,516,900","20,307","5,609","1,157","4,411",41,6,"1,809",566,-26,"2,355",540
01/12/2022 ,"6,669,821","57,700","6,452,237","159,884","15,810","1,484,243","17,669","1,135","1,518,857","18,804","4,977","-1,576","6,499",54,9,"3,451","-1,445",-58,"1,957","-1,503"
02/12/2022 ,"6,674,000","55,841","6,458,238","159,921","15,817","1,486,667","16,916","1,101","1,520,501","18,017","4,179","-1,859","6,001",37,7,"2,424",-753,-34,"1,644",-787
03/12/2022 ,"6,677,655","54,236","6,463,466","159,953","15,818","1,489,541","15,491","1,092","1,521,942","16,583","3,655","-1,605","5,228",32,1,"2,874","-1,425",-9,"1,441","-1,434"
04/12/2022 ,"6,680,203","50,987","6,469,238","159,978","15,822","1,492,385","13,741","1,050","1,522,998","14,791","2,548","-3,249","5,772",25,4,"2,844","-1,750",-42,"1,056","-1,792"
05/12/2022 ,"6,682,437","48,140","6,474,271","160,026","15,830","1,494,565","12,359","1,048","1,523,802","13,407","2,234","-2,847","5,033",48,8,"2,180","-1,382",-2,804,"-1,384"
06/12/2022 ,"6,686,181","47,660","6,478,450","160,071","15,834","1,495,989","12,202","1,025","1,525,050","13,227","3,744",-480,"4,179",45,4,"1,424",-157,-23,"1,248",-180
07/12/2022 ,"6,689,532","47,730","6,481,690","160,112","15,838","1,497,279","12,233",980,"1,526,330","13,213","3,351",70,"3,240",41,4,"1,290",31,-45,"1,280",-14
08/12/2022 ,"6,692,509","45,562","6,486,808","160,139","15,840","1,499,798","10,847",883,"1,527,368","11,730","2,977","-2,168","5,118",27,2,"2,519","-1,386",-97,"1,038","-1,483"
09/12/2022 ,"6,695,010","43,316","6,491,519","160,175","15,848","1,501,566","9,900",872,"1,528,186","10,772","2,501","-2,246","4,711",36,8,"1,768",-947,-11,818,-958
10/12/2022 ,"6,697,201","41,977","6,495,026","160,198","15,849","1,503,634","8,670",788,"1,528,941","9,458","2,191","-1,339","3,507",23,1,"2,068","-1,230",-84,755,"-1,314"
11/12/2022 ,"6,698,790","39,809","6,498,757","160,224","15,854","1,505,189","7,775",726,"1,529,544","8,501","1,589","-2,168","3,731",26,5,"1,555",-895,-62,603,-957
12/12/2022 ,"6,700,015","37,155","6,502,605","160,255","15,856","1,506,506","6,884",736,"1,529,982","7,620","1,225","-2,654","3,848",31,2,"1,317",-891,10,438,-881
13/12/2022 ,"6,702,132","35,838","6,506,007","160,287","15,860","1,507,394","6,618",696,"1,530,568","7,314","2,117","-1,317","3,402",32,4,888,-266,-40,586,-306
14/12/2022 ,"6,704,268","35,442","6,508,515","160,311","15,865","1,508,273","6,515",621,"1,531,274","7,136","2,136",-396,"2,508",24,5,879,-103,-75,706,-178
15/12/2022 ,"6,698,790","39,809","6,498,757","160,224","15,867","1,509,640","5,787",553,"1,531,847","6,340","-5,478","4,367","-9,758",-87,2,"1,367",-728,-68,573,-796
16/12/2022 ,"6,707,504","32,042","6,515,100","160,362","15,874","1,510,813","5,096",549,"1,532,332","5,645","8,714","-7,767","16,343",138,7,"1,173",-691,-4,485,-695
17/12/2022 ,"6,708,737","30,884","6,517,469","160,384","15,879","1,511,764","4,569",514,"1,532,726","5,083","1,233","-1,158","2,369",22,5,951,-527,-35,394,-562
18/12/2022 ,"6,709,597","29,695","6,519,504","160,398","15,881","1,512,563","4,085",490,"1,533,019","4,575",860,"-1,189","2,035",14,2,799,-484,-24,293,-508
19/12/2022 ,"6,710,406","27,238","6,522,744","160,424","15,883","1,513,231","3,710",479,"1,533,303","4,189",809,"-2,457","3,240",26,2,668,-375,-11,284,-386
20/12/2022 ,"6,711,703","25,727","6,525,525","160,451","15,886","1,513,767","3,513",454,"1,533,620","3,967","1,297","-1,511","2,781",27,3,536,-197,-25,317,-222
21/12/2022 ,"6,712,826","24,408","6,527,954","160,466","15,890","1,514,226","3,459",424,"1,533,999","3,883","1,123","-1,319","2,429",15,4,459,-54,-30,379,-84
22/12/2022 ,"6,713,879","23,115","6,530,276","160,488","15,893","1,515,024","2,980",405,"1,534,302","3,385","1,053","-1,293","2,322",22,3,798,-479,-19,303,-498
23/12/2022 ,"6,714,802","21,207","6,533,088","160,507","15,895","1,515,641","2,673",373,"1,534,582","3,046",923,"-1,908","2,812",19,2,617,-307,-32,280,-339
24/12/2022 ,"6,715,586","20,680","6,534,382","160,524","15,898","1,516,168","2,398",372,"1,534,836","2,770",784,-527,"1,294",17,3,527,-275,-1,254,-276
25/12/2022 ,"6,716,124","20,231","6,535,356","160,537","15,900","1,516,573","2,203",372,"1,535,048","2,575",538,-449,974,13,2,405,-195,0,212,-195
26/12/2022 ,"6,716,592","17,473","6,538,568","160,551","15,901","1,516,949","1,994",341,"1,535,185","2,335",468,"-2,758","3,212",14,1,376,-209,-31,137,-240
27/12/2022 ,"6,717,395","16,575","6,540,260","160,560","15,901","1,517,259","1,888",322,"1,535,370","2,210",803,-898,"1,692",9,0,310,-106,-19,185,-125
28/12/2022 ,"6,718,090","14,725","6,542,791","160,574","15,903","1,517,512","1,881",304,"1,535,600","2,185",695,"-1,850","2,531",14,2,253,-7,-18,230,-25
29/12/2022 ,"6,718,775","13,964","6,544,228","160,583","15,904","1,517,906","1,672",307,"1,535,789","1,979",685,-761,"1,437",9,1,394,-209,3,189,-206
30/12/2022 ,"6,719,327","13,602","6,545,132","160,593","15,906","1,518,186","1,592",286,"1,535,970","1,878",552,-362,904,10,2,280,-80,-21,181,-101
31/12/2022 ,"6,719,815","9,871","6,549,332","160,612","15,909","1,518,494","1,441",282,"1,536,126","1,723",488,"-3,731","4,200",19,3,308,-151,-4,156,-155
01/01/2023 ,"6,720,181","9,577","6,549,985","160,619","15,911","1,518,805","1,258",282,"1,536,256","1,540",366,-294,653,7,2,311,-183,0,130,-183
02/01/2023 ,"6,720,443","9,131","6,550,677","160,635","15,913","1,519,020","1,133",259,"1,536,325","1,392",262,-446,692,16,2,215,-125,-23,69,-148
03/01/2023 ,"6,721,095","8,970","6,551,477","160,648","15,914","1,519,229","1,127",247,"1,536,517","1,374",652,-161,800,13,1,209,-6,-12,192,-18
04/01/2023 ,"6,721,692","8,893","6,552,142","160,657","15,915","1,519,353","1,237",222,"1,536,727","1,459",597,-77,665,9,1,124,110,-25,210,85
05/01/2023 ,"6,722,227","8,740","6,552,822","160,665","15,916","1,519,553","1,227",214,"1,536,910","1,441",535,-153,680,8,1,200,-10,-8,183,-18
06/01/2023 ,"6,722,746","8,687","6,553,386","160,673","15,918","1,519,752","1,213",215,"1,537,098","1,428",519,-53,564,8,2,199,-14,1,188,-13
07/01/2023 ,"6,723,201","8,456","6,554,066","160,679","15,920","1,519,945","1,175",209,"1,537,249","1,384",455,-231,680,6,2,193,-38,-6,151,-44
08/01/2023 ,"6,723,546","8,368","6,554,495","160,683","15,921","1,520,133","1,111",209,"1,537,374","1,320",345,-88,429,4,1,188,-64,0,125,-64
09/01/2023 ,"6,723,812","8,066","6,555,052","160,694","15,924","1,520,284","1,045",202,"1,537,455","1,267",266,-302,557,11,3,151,-66,-7,81,-53
10/01/2023 ,"6,724,281","7,920","6,555,664","160,697","15,925","1,520,387","1,058",209,"1,537,579","1,267",469,-146,612,3,1,103,13,7,124,0
11/01/2023 ,"6,724,683","7,805","6,556,173","160,705","15,926","1,520,477","1,113",209,"1,537,725","1,322",402,-115,509,8,1,90,55,0,146,55
12/01/2023 ,"6,725,095","7,542","6,556,842","160,711","15,926","1,520,713","1,069",176,"1,537,884","1,245",412,-263,669,6,0,236,-44,-33,159,-77
13/01/2023 ,"6,725,458","7,426","6,557,313","160,719","15,928","1,520,897",989,190,"1,538,004","1,179",363,-116,471,8,2,184,-80,14,120,-66
14/01/2023 ,"6,725,847","7,288","6,557,835","160,724","15,928","1,521,132",933,183,"1,538,176","1,116",389,-138,522,5,0,235,-56,-7,172,-63
15/01/2023 ,"6,726,086","7,158","6,558,201","160,727","15,929","1,521,280",858,193,"1,538,260","1,051",239,-130,366,3,1,148,-75,10,84,-65
16/01/2023 ,"6,726,311","6,841","6,558,731","160,739","15,929","1,521,435",773,193,"1,538,330",966,225,-317,530,12,0,155,-85,0,70,-85
17/01/2023 ,"6,726,668","6,619","6,559,303","160,746","15,929","1,521,629",685,198,"1,538,441",883,357,-222,572,7,0,194,-88,5,111,-83
18/01/2023 ,"6,727,007","6,515","6,559,736","160,756","15,931","1,521,707",744,177,"1,538,559",921,339,-104,433,10,2,78,59,-21,118,38
19/01/2023 ,"6,727,317","6,382","6,560,171","160,764","15,934","1,521,791",740,178,"1,538,643",918,310,-133,435,8,3,84,-4,1,84,-3
20/01/2023 ,"6,727,609","5,979","6,560,858","160,772","15,936","1,521,917",706,176,"1,538,735",882,292,-403,687,8,2,126,-34,-2,92,-36
21/01/2023 ,"6,727,847","5,607","6,561,463","160,777","15,937","1,522,083",619,177,"1,538,816",796,238,-372,605,5,1,166,-87,1,81,-86
22/01/2023 ,"6,728,065","5,461","6,561,823","160,781","15,939","1,522,186",613,162,"1,538,900",775,218,-146,360,4,2,103,-6,-15,84,-21
23/01/2023 ,"6,728,184","5,128","6,562,268","160,788","15,939","1,522,288",556,162,"1,538,945",718,119,-333,445,7,0,102,-57,0,45,-57
24/01/2023 ,"6,728,402","4,888","6,562,721","160,793","15,940","1,522,374",542,151,"1,539,007",693,218,-240,453,5,1,86,-14,-11,62,-25
25/01/2023 ,"6,728,676","4,821","6,563,060","160,795","15,941","1,522,427",576,150,"1,539,094",726,274,-67,339,2,1,53,34,-1,87,33
